,note_name,start_time,duration,velocity,tempo
0,G2,0,47,80,112
1,G4,0,299,64,112
2,B-3,0,299,64,112
3,G1,0,299,64,112
4,G1,50,47,80,112
5,G1,100,47,80,112
6,G2,150,94,80,112
7,G2,250,47,80,112
8,F2,300,47,80,112
9,G#4,300,99,64,112
10,C4,300,99,64,112
11,F1,300,99,64,112
12,F2,350,47,80,112
13,G2,400,47,80,112
14,G4,400,299,64,112
15,B-3,400,299,64,112
16,G1,400,299,64,112
17,G1,450,47,80,112
18,G1,500,47,80,112
19,G2,550,94,80,112
20,G2,650,47,80,112
21,F2,700,47,80,112
22,G#4,700,99,64,112
23,C4,700,99,64,112
24,F1,700,99,64,112
25,F2,750,47,80,112
26,G2,800,47,80,112
27,G4,800,299,64,112
28,B-3,800,299,64,112
29,G1,800,299,64,112
30,G1,850,47,80,112
31,G1,900,47,80,112
32,G2,950,94,80,112
33,G2,1050,47,80,112
34,F2,1100,47,80,112
35,G#4,1100,99,64,112
36,C4,1100,100,64,112
37,F1,1100,99,64,112
38,F2,1150,47,80,112
39,G#2,1200,47,80,112
40,F#4,1200,379,64,112
41,C4,1200,379,64,112
42,G#1,1200,379,64,112
43,G#1,1250,47,80,112
44,G#1,1300,47,80,112
45,G#2,1350,94,80,112
46,G#2,1450,47,80,112
47,G#1,1500,94,80,112
48,G2,1600,47,80,112
49,G4,1600,299,64,112
50,B-3,1600,299,64,112
51,G1,1600,299,64,112
52,G1,1650,47,80,112
53,G1,1700,47,80,112
54,G2,1750,94,80,112
55,G2,1850,47,80,112
56,F2,1900,47,80,112
57,G#4,1900,99,64,112
58,C4,1900,99,64,112
59,F1,1900,99,64,112
60,F2,1950,47,80,112
61,G2,2000,47,80,112
62,G4,2000,299,64,112
63,B-3,2000,299,64,112
64,G1,2000,299,64,112
65,G1,2050,47,80,112
66,G1,2100,47,80,112
67,G2,2150,94,80,112
68,G2,2250,47,80,112
69,F2,2300,47,80,112
70,G#4,2300,99,64,112
71,C4,2300,99,64,112
72,F1,2300,99,64,112
73,F2,2350,47,80,112
74,G2,2400,47,80,112
75,G4,2400,299,64,112
76,B-3,2400,299,64,112
77,G1,2400,299,64,112
78,G1,2450,47,80,112
79,G1,2500,47,80,112
80,G2,2550,94,80,112
81,G2,2650,47,80,112
82,F2,2700,47,80,112
83,G#4,2700,99,64,112
84,C4,2700,100,64,112
85,F1,2700,99,64,112
86,F2,2750,47,80,112
87,D3,2800,47,80,112
88,F#4,2800,379,64,112
89,C4,2800,379,64,112
90,D1,2800,379,64,112
91,D2,2850,47,80,112
92,D2,2900,47,80,112
93,D3,2950,94,80,112
94,D5,2950,49,96,112
95,E5,3000,49,96,112
96,D3,3050,47,80,112
97,F#5,3050,49,96,112
98,D2,3100,94,80,112
99,G5,3100,49,96,112
100,A5,3150,47,96,112
101,G2,3200,47,80,112
102,G4,3200,299,64,112
103,B-3,3200,299,64,112
104,G1,3200,299,64,112
105,B-5,3200,49,96,112
106,G1,3250,47,80,112
107,D5,3250,49,96,112
108,G1,3300,47,80,112
109,C6,3300,49,96,112
110,G2,3350,94,80,112
111,D5,3350,49,96,112
112,D6,3400,49,96,112
113,G2,3450,47,80,112
114,D5,3450,49,96,112
115,F2,3500,47,80,112
116,G#4,3500,99,64,112
117,C4,3500,99,64,112
118,F1,3500,99,64,112
119,C6,3500,49,96,112
120,F2,3550,47,80,112
121,F5,3550,49,96,112
122,G2,3600,47,80,112
123,G4,3600,299,64,112
124,B-3,3600,299,64,112
125,G1,3600,299,64,112
126,B-5,3600,49,96,112
127,G1,3650,47,80,112
128,D5,3650,49,96,112
129,G1,3700,47,80,112
130,G#5,3700,49,96,112
131,G2,3750,94,80,112
132,D5,3750,49,96,112
133,G5,3800,49,96,112
134,G2,3850,47,80,112
135,D5,3850,49,96,112
136,F2,3900,47,80,112
137,G#4,3900,99,64,112
138,C4,3900,99,64,112
139,F1,3900,99,64,112
140,G#5,3900,49,96,112
141,F2,3950,47,80,112
142,F5,3950,47,96,112
143,G2,4000,47,80,112
144,G4,4000,299,64,112
145,B-3,4000,299,64,112
146,G1,4000,299,64,112
147,B-5,4000,49,96,112
148,G1,4050,47,80,112
149,D5,4050,49,96,112
150,G1,4100,47,80,112
151,C6,4100,49,96,112
152,G2,4150,94,80,112
153,D5,4150,49,96,112
154,D6,4200,49,96,112
155,G2,4250,47,80,112
156,D5,4250,49,96,112
157,F2,4300,47,80,112
158,G#4,4300,99,64,112
159,C4,4300,100,64,112
160,F1,4300,99,64,112
161,C6,4300,49,96,112
162,F2,4350,47,80,112
163,F5,4350,49,96,112
164,G#2,4400,47,80,112
165,F#4,4400,379,64,112
166,C4,4400,379,64,112
167,G#1,4400,379,64,112
168,C6,4400,49,96,112
169,G#1,4450,47,80,112
170,C5,4450,49,96,112
171,G#1,4500,47,80,112
172,B-5,4500,49,96,112
173,G#2,4550,94,80,112
174,C5,4550,49,96,112
175,G#5,4600,49,96,112
176,G#2,4650,47,80,112
177,C5,4650,49,96,112
178,G#1,4700,94,80,112
179,C6,4700,49,96,112
180,C5,4750,47,96,112
181,G2,4800,47,80,112
182,G4,4800,299,64,112
183,B-3,4800,299,64,112
184,G1,4800,299,64,112
185,B-5,4800,49,96,112
186,G1,4850,47,80,112
187,D5,4850,49,96,112
188,G1,4900,47,80,112
189,C6,4900,49,96,112
190,G2,4950,94,80,112
191,D5,4950,49,96,112
192,D6,5000,49,96,112
193,G2,5050,47,80,112
194,D5,5050,49,96,112
195,F2,5100,47,80,112
196,G#4,5100,99,64,112
197,C4,5100,99,64,112
198,F1,5100,99,64,112
199,C6,5100,49,96,112
200,F2,5150,47,80,112
201,F5,5150,49,96,112
202,G2,5200,47,80,112
203,G4,5200,299,64,112
204,B-3,5200,299,64,112
205,G1,5200,299,64,112
206,B-5,5200,49,96,112
207,G1,5250,47,80,112
